Earning_ID,Driver_ID,Year,Month,Month_Name,Total_Trips,Trip_Earnings_SAR,Incentives_SAR,Surge_Earnings_SAR,Tips_SAR,Uber_Commission_SAR,VAT_SAR,Net_Earnings_SAR,Hours_Online,Average_Rating,Cancellation_Rate,Active_Days
ERN00008102,DRV00202,2024,11,November,66,2858.01,282.69,420.63,162.51,819.66,491.8,2412.38,86.8,4.67,0.05,27
ERN00008103,DRV00202,2024,12,December,162,3754,412.8,857.54,533.97,1152.88,691.73,3713.7,224,3.87,0.11,13
ERN00008104,DRV00202,2025,1,January,112,4176.06,410.84,482.36,546.96,1164.61,698.76,3752.85,102.1,4.34,0.1,11
ERN00008105,DRV00202,2025,2,February,57,1595.86,185.52,191.35,3.66,446.8,268.08,1261.51,45.7,4.99,0.12,26
ERN00008106,DRV00202,2025,3,March,149,3720.15,728.46,603.38,340.98,1080.88,648.53,3663.56,219.6,4.76,0.14,22
ERN00008107,DRV00202,2025,4,April,255,8747.16,1027.13,1567.51,86.93,2578.67,1547.2,7302.86,310.2,3.84,0.07,28
ERN00008108,DRV00202,2025,5,May,185,5798.38,513.46,1071.76,611.66,1717.54,1030.52,5247.2,233.9,4.38,0.13,10
ERN00008109,DRV00202,2025,6,June,231,9858.57,1948.23,1234.75,911.66,2773.33,1664,9515.88,297.6,3.86,0.14,18
ERN00008110,DRV00202,2025,7,July,37,675.01,53.29,97.03,48.98,193.01,115.81,565.49,44.4,4.33,0.14,14
ERN00008111,DRV00202,2025,8,August,146,5500.87,595.17,1142.99,35.47,1660.96,996.58,4616.96,150.4,4.01,0.13,14
ERN00008112,DRV00202,2025,9,September,115,4045.99,446.25,317.88,194.2,1090.97,654.58,3258.77,170.7,4.07,0.13,14
ERN00008113,DRV00202,2025,10,October,193,3571.88,438.51,763.19,388.43,1083.77,650.26,3427.98,225.6,4.92,0.09,20
ERN00008114,DRV00202,2025,11,November,23,882.33,110.06,97.76,95.32,245.02,147.01,793.44,22.9,4.88,0.11,15
ERN00008115,DRV00202,2025,12,December,131,5479.86,442.11,776.86,121.34,1564.18,938.51,4317.48,186.9,3.86,0.11,17
ERN00008116,DRV00203,2023,1,January,230,8703.7,822.27,1252.46,1094.88,2489.04,1493.42,7890.85,240.8,4.81,0.02,16
ERN00008117,DRV00203,2023,2,February,298,7243.93,1282.27,896.04,119.05,2034.99,1221,6285.3,439.5,4.85,0.13,18
ERN00008118,DRV00203,2023,3,March,255,10686.21,1607,2314.02,667.66,3250.06,1950.03,10074.8,261.1,4.89,0.12,24
ERN00008119,DRV00203,2023,4,April,163,6023.05,1067.88,1428.22,394.89,1862.82,1117.69,5933.53,222.3,4.56,0.11,25
ERN00008120,DRV00203,2023,5,May,22,595.97,103.3,112.8,57.44,177.19,106.32,586,22.4,3.84,0.12,28
ERN00008121,DRV00203,2023,6,June,248,8583.74,1647.6,1175.51,447.23,2439.81,1463.89,7950.38,327.8,4.08,0.09,16
ERN00008122,DRV00203,2023,7,July,180,5073.09,419.23,375.94,227.93,1362.26,817.35,3916.58,261.5,4.04,0.14,15
ERN00008123,DRV00203,2023,8,August,223,7937.43,989.11,793.98,985.71,2182.85,1309.71,7213.67,183.6,4.55,0.13,30
ERN00008124,DRV00203,2023,9,September,140,3879.61,408.12,828.91,355.74,1177.13,706.28,3588.97,183,4.43,0.05,13
ERN00008125,DRV00203,2023,10,October,36,1064.77,169.57,233.46,126.19,324.56,194.73,1074.7,49.7,3.91,0.09,11
ERN00008126,DRV00203,2023,11,November,33,1432.22,123.14,241.38,150.31,418.4,251.04,1277.61,31.2,4.75,0.06,13
ERN00008127,DRV00203,2023,12,December,72,2366.77,443.57,436.43,17.34,700.8,420.48,2142.83,63,3.95,0.07,22
ERN00008128,DRV00203,2024,1,January,168,6494.45,397.39,483.1,60.47,1744.39,1046.63,4644.39,190.8,4.05,0.12,17
ERN00008129,DRV00203,2024,2,February,204,6858.86,694.41,530.69,842.58,1847.39,1108.43,5970.72,190.5,4.61,0.12,29
ERN00008130,DRV00203,2024,3,March,160,3273.8,586.42,745.7,714.56,1004.88,602.92,3712.68,220.5,4.04,0.06,18
ERN00008131,DRV00203,2024,4,April,157,5934.45,421.08,882.62,237.4,1704.27,1022.56,4748.72,186.7,4.75,0.1,20
ERN00008132,DRV00203,2024,5,May,62,2435.77,432.67,394.05,167.5,707.46,424.47,2298.06,50.6,4.97,0.1,17
ERN00008133,DRV00203,2024,6,June,173,6666.87,442.52,1072.48,337.41,1934.84,1160.9,5423.54,252.8,4.86,0.13,18
ERN00008134,DRV00203,2024,7,July,138,2691.91,433.11,633.28,471.59,831.3,498.78,2899.81,163.7,4.13,0.06,12
ERN00008135,DRV00203,2024,8,August,289,11229.78,1255.91,1513.24,1134.67,3185.76,1911.45,10036.39,333.1,4.96,0.12,28
ERN00008136,DRV00203,2024,9,September,41,1523.44,97.24,139.19,125.43,415.66,249.39,1220.25,55.5,3.86,0.12,30
ERN00008137,DRV00203,2024,10,October,221,7193.45,1377.19,1508.53,985.94,2175.49,1305.3,7584.32,276.8,4.87,0.02,30
ERN00008138,DRV00203,2024,11,November,63,2792.03,489.39,361.97,18.81,788.5,473.1,2400.6,57.7,3.81,0.11,24
ERN00008139,DRV00203,2024,12,December,52,998.36,131.83,190.42,195.18,297.19,178.32,1040.28,60.4,4.22,0.09,27
ERN00008140,DRV00203,2025,1,January,286,12504.39,1768.64,1464.17,464.23,3492.14,2095.28,10614.01,271.3,4.96,0.15,24
ERN00008141,DRV00203,2025,2,February,247,6819.75,646.69,1228.4,704.91,2012.04,1207.22,6180.49,259.6,4.15,0.11,11
ERN00008142,DRV00203,2025,3,March,71,2745.07,474.38,171.55,316.85,729.16,437.49,2541.2,60.2,4.69,0.05,29
ERN00008143,DRV00203,2025,4,April,40,1287.11,247.22,170.58,90.93,364.42,218.65,1212.77,50.9,4.83,0.04,25
ERN00008144,DRV00203,2025,5,May,22,559.27,62.24,38.85,49.53,149.53,89.72,470.64,23.9,4.83,0.02,12
ERN00008145,DRV00203,2025,6,June,204,7804.56,842.49,942.52,836.83,2186.77,1312.06,6927.57,205.6,4.67,0.1,21
ERN00008146,DRV00203,2025,7,July,190,5699.59,930.75,1324.42,676.88,1756,1053.6,5822.04,179,3.8,0.08,24
ERN00008147,DRV00203,2025,8,August,186,6661.23,395.94,1591.21,446.46,2063.11,1237.87,5793.86,180.5,4.32,0.04,28
ERN00008148,DRV00203,2025,9,September,271,6518.54,421.93,356.44,1333.9,1718.74,1031.25,5880.82,238.3,4.74,0.14,11
ERN00008149,DRV00203,2025,10,October,291,7736.98,832.39,1874.58,1299.44,2402.89,1441.73,7898.77,426.3,4.83,0.09,28
ERN00008150,DRV00203,2025,11,November,79,2058.31,176.77,291.28,177.19,587.4,352.44,1763.71,106.2,4.01,0.14,15
ERN00008151,DRV00203,2025,12,December,182,4221.01,804.62,292.47,833.71,1128.37,677.02,4346.42,192.9,4.29,0.06,10
ERN00008152,DRV00204,2025,10,October,73,1751.54,317.4,357.39,152.9,527.23,316.34,1735.66,66.8,3.97,0.11,21
ERN00008153,DRV00204,2025,11,November,247,8237.91,1382.42,949.99,583.21,2296.97,1378.18,7478.38,226.2,4.93,0.03,30
ERN00008154,DRV00204,2025,12,December,53,1583.28,212.23,310.44,190.15,473.43,284.06,1538.61,47.2,4.13,0.14,12
ERN00008155,DRV00205,2020,3,March,256,6754.69,396.65,1477.41,32.01,2058.03,1234.82,5367.91,326,4.67,0.14,24
ERN00008156,DRV00205,2020,4,April,122,2775.56,270.34,679.78,267.66,863.84,518.3,2611.2,148.7,3.85,0.12,11
ERN00008157,DRV00205,2020,5,May,43,821.3,63.17,142.63,101.21,240.98,144.59,742.74,48.9,5,0.1,29
ERN00008158,DRV00205,2020,6,June,168,6771.73,376.43,1311.1,721.18,2020.71,1212.42,5947.31,169.5,4.82,0.13,20
ERN00008159,DRV00205,2020,7,July,129,5198.14,1026.96,440.3,213.55,1409.61,845.77,4623.57,146.2,4.46,0.03,22
ERN00008160,DRV00205,2020,8,August,58,2394.18,193.27,518.13,276.9,728.08,436.85,2217.55,86.7,4.27,0.07,29
ERN00008161,DRV00205,2020,9,September,276,7357.16,633.3,529.65,1005.92,1971.7,1183.02,6371.31,274.5,4.37,0.14,28
ERN00008162,DRV00205,2020,10,October,60,2332.08,117.08,248.13,102.84,645.05,387.03,1768.05,54.8,4.7,0.07,24
ERN00008163,DRV00205,2020,11,November,235,5297.15,948.98,1224.51,391.4,1630.41,978.25,5253.38,300.3,4.26,0.1,15
ERN00008164,DRV00205,2020,12,December,199,6641.08,519.2,1357.44,696.02,1999.63,1199.78,6014.33,273.3,4.06,0.11,11
ERN00008165,DRV00205,2021,1,January,200,5688.62,816.33,321.66,86.1,1502.57,901.54,4508.6,260.2,4.76,0.15,12
ERN00008166,DRV00205,2021,2,February,119,3481.79,550.55,460.93,90.7,985.68,591.41,3006.88,140.5,4.77,0.07,13
ERN00008167,DRV00205,2021,3,March,188,8044.4,1112,1621.58,834.39,2416.49,1449.9,7745.98,155,4.59,0.14,10
ERN00008168,DRV00205,2021,4,April,65,2470.48,276.91,594.34,168.74,766.21,459.72,2284.54,74.4,4.32,0.09,10
ERN00008169,DRV00205,2021,5,May,228,8668.46,1322.52,1693.27,339.59,2590.43,1554.26,7879.15,289.2,4.8,0.05,11
ERN00008170,DRV00205,2021,6,June,84,2341.15,356.04,203.57,103.65,636.18,381.71,1986.52,104.9,4.04,0.07,23
ERN00008171,DRV00205,2021,7,July,252,5120.8,832.45,822.66,1222.27,1485.87,891.52,5620.79,205.6,4.85,0.09,10
ERN00008172,DRV00205,2021,8,August,167,5216.77,715.74,1283.15,359.1,1624.98,974.99,4974.79,165.6,3.93,0.03,19
ERN00008173,DRV00205,2021,9,September,130,4221.24,654.12,272.99,571.26,1123.56,674.13,3921.92,182.5,3.88,0.13,27
ERN00008174,DRV00205,2021,10,October,213,8956.28,1450.25,1417.97,518.27,2593.56,1556.14,8193.07,254.8,4.42,0.11,21
ERN00008175,DRV00205,2021,11,November,148,4400.62,303.39,506.18,257.05,1226.7,736.02,3504.52,177.1,3.97,0.09,23
ERN00008176,DRV00205,2021,12,December,116,3026.25,543.87,661.74,511.55,922,553.2,3268.21,117.5,3.94,0.05,12
ERN00008177,DRV00205,2022,1,January,86,3583.71,268.42,852.27,258.97,1108.99,665.4,3188.98,91.7,3.88,0.07,30
ERN00008178,DRV00205,2022,2,February,70,2857.23,343.42,411.69,57.11,817.23,490.34,2361.88,82.8,4.44,0.02,14
ERN00008179,DRV00205,2022,3,March,122,3105.41,561.09,753.58,250.49,964.75,578.85,3126.97,122.8,4.8,0.11,15
ERN00008180,DRV00205,2022,4,April,229,7921.84,1106.83,1462.54,633.93,2346.1,1407.66,7371.38,263.5,4.95,0.11,11
ERN00008181,DRV00205,2022,5,May,169,6141.1,875,923.71,618.15,1766.2,1059.72,5732.04,246.9,4.35,0.14,27
ERN00008182,DRV00205,2022,6,June,46,903.92,173.82,152.73,146.64,264.16,158.5,954.45,56.1,3.97,0.06,14
ERN00008183,DRV00205,2022,7,July,105,3201.77,165.82,421.9,165.46,905.92,543.55,2505.48,129.4,4.97,0.03,29
ERN00008184,DRV00205,2022,8,August,99,3450.86,296.19,787.32,55.69,1059.55,635.73,2894.78,127.5,4.09,0.06,10
ERN00008185,DRV00205,2022,9,September,268,11298.25,2000.14,1581.71,354.69,3219.99,1931.99,10082.81,383,3.92,0.04,30
ERN00008186,DRV00205,2022,10,October,169,3704.34,206.95,514.72,70.11,1054.77,632.86,2808.49,241.7,4.44,0.14,25
ERN00008187,DRV00205,2022,11,November,24,845.45,148.58,144,83.9,247.36,148.42,826.15,26.8,4.89,0.08,10
ERN00008188,DRV00205,2022,12,December,178,5162.57,606.3,867.11,25.91,1507.42,904.45,4250.02,179.9,4.88,0.12,10
ERN00008189,DRV00205,2023,1,January,48,1439.48,143.31,76.47,11.34,378.99,227.39,1064.22,40.3,4.2,0.06,16
ERN00008190,DRV00205,2023,2,February,172,5044.94,869.4,750.11,118.34,1448.76,869.26,4464.77,201.6,4.25,0.1,17
ERN00008191,DRV00205,2023,3,March,61,1522.94,289.98,153.33,289.3,419.07,251.44,1585.04,60.2,4.59,0.13,24
ERN00008192,DRV00205,2023,4,April,217,9543.47,1687.23,1624.74,231.54,2792.05,1675.23,8619.7,192.1,4.64,0.07,15
ERN00008193,DRV00205,2023,5,May,33,1023.57,147.53,203.45,160.88,306.75,184.05,1044.63,49,4.84,0.11,13
ERN00008194,DRV00205,2023,6,June,103,2201.73,235.27,179.42,324.87,595.29,357.17,1988.83,124.2,4.69,0.03,13
ERN00008195,DRV00205,2023,7,July,54,1627.01,270.38,286.12,179.78,478.28,286.97,1598.04,56.8,3.86,0.05,28
ERN00008196,DRV00205,2023,8,August,56,1470.32,91.45,220.18,274.43,422.62,253.57,1380.19,57.9,4.19,0.13,25
ERN00008197,DRV00205,2023,9,September,50,1785.36,219.03,232.95,88.67,504.58,302.75,1518.68,66.5,4.62,0.06,10
ERN00008198,DRV00205,2023,10,October,108,4237.73,818.91,990.48,36,1307.05,784.23,3991.84,124.8,4.14,0.14,23
ERN00008199,DRV00205,2023,11,November,268,9778.67,1924.55,2362.34,1213.34,3035.25,1821.15,10422.5,314.6,4.52,0.08,10
ERN00008200,DRV00205,2023,12,December,285,6868.8,1246.34,687.95,134.53,1889.19,1133.51,5914.92,262.9,4.56,0.15,19
ERN00008201,DRV00205,2024,1,January,131,2759.12,346.29,400.2,233.73,789.83,473.9,2475.61,148,3.89,0.13,13
ERN00008202,DRV00205,2024,2,February,92,1698.47,268.77,373.7,423.44,518.04,310.83,1935.51,90.9,4.07,0.03,23
ERN00008203,DRV00205,2024,3,March,188,5006.18,775.33,287.59,183.93,1323.44,794.07,4135.52,175.8,4.59,0.09,15
ERN00008204,DRV00205,2024,4,April,223,9819.16,1278.89,2200.21,42.17,3004.84,1802.91,8532.68,294.1,4.54,0.07,29
ERN00008205,DRV00205,2024,5,May,75,1816.97,352.62,292.74,261.6,527.43,316.46,1880.04,78.9,4.14,0.07,25
ERN00008206,DRV00205,2024,6,June,58,1511.2,264.73,143.54,163.13,413.69,248.21,1420.7,50.8,4.42,0.04,17
ERN00008207,DRV00205,2024,7,July,289,7922.31,1121.62,767.17,194.34,2172.37,1303.42,6529.65,408.1,4.73,0.03,14
ERN00008208,DRV00205,2024,8,August,239,7449.68,1141.55,716.69,294.76,2041.59,1224.96,6336.13,191.2,4.98,0.07,17
ERN00008209,DRV00205,2024,9,September,253,4949.53,703.28,1061.47,426.86,1502.75,901.65,4736.74,313.6,4.98,0.11,22
ERN00008210,DRV00205,2024,10,October,121,2991,515.56,569.76,410.53,890.19,534.11,3062.55,144,4.79,0.04,29
ERN00008211,DRV00205,2024,11,November,41,1474.24,143.06,168.41,90.59,410.66,246.4,1219.24,34.7,4.9,0.05,11
ERN00008212,DRV00205,2024,12,December,148,4208.67,436.17,915.55,338.41,1281.06,768.63,3849.11,191.5,4.31,0.08,14
ERN00008213,DRV00205,2025,1,January,28,684.53,65.7,105.88,107.93,197.6,118.56,647.88,24.7,4.94,0.15,27
ERN00008214,DRV00205,2025,2,February,284,10297.44,826.11,1121.14,464.24,2854.64,1712.79,8141.5,287.5,4.52,0.15,25
ERN00008215,DRV00205,2025,3,March,64,2157.89,333.55,429.25,188.97,646.78,388.07,2074.81,59.2,4.87,0.09,21
ERN00008216,DRV00205,2025,4,April,91,3493.99,227.14,586.92,435.23,1020.23,612.14,3110.91,101,4.99,0.07,17
ERN00008217,DRV00205,2025,5,May,133,4517.6,290.12,680.54,628.96,1299.54,779.72,4037.96,164.3,4.51,0.09,21
ERN00008218,DRV00205,2025,6,June,189,7381.71,1327.83,592.62,466.12,1993.58,1196.15,6578.55,211.3,3.92,0.02,16
ERN00008219,DRV00205,2025,7,July,143,4899.65,959.57,1131.95,617.13,1507.9,904.74,5195.66,123.1,4.91,0.05,24
ERN00008220,DRV00205,2025,8,August,247,9225.38,922.2,1259.02,1190.39,2621.1,1572.66,8403.23,286.2,4.61,0.12,26
ERN00008221,DRV00205,2025,9,September,33,650.74,90.83,98.94,70.96,187.42,112.45,611.6,32.5,3.99,0.08,27
ERN00008222,DRV00205,2025,10,October,154,4583.42,635.92,489,619.64,1268.11,760.86,4299.01,219.9,4.5,0.13,26
ERN00008223,DRV00205,2025,11,November,255,5256.72,479.24,1149.76,54.23,1601.62,960.97,4377.36,322.6,4.21,0.15,12
ERN00008224,DRV00205,2025,12,December,282,10449.77,1523.51,1926.87,412.28,3094.16,1856.5,9361.77,291.5,4.14,0.12,24
ERN00008225,DRV00206,2025,10,October,211,4297.53,403.33,480.96,595.16,1194.62,716.77,3865.59,275.7,4.48,0.12,30
ERN00008226,DRV00206,2025,11,November,44,1697.36,217.3,390.76,185.49,522.03,313.22,1655.66,51.4,4.21,0.04,16
ERN00008227,DRV00206,2025,12,December,28,911.82,106.96,145.72,136.27,264.38,158.63,877.76,32,3.86,0.1,14
ERN00008228,DRV00207,2020,1,January,129,4667.32,489.28,562.29,15.19,1307.4,784.44,3642.24,161.8,4.44,0.1,17
ERN00008229,DRV00207,2020,2,February,112,3073.86,307.28,227.7,340.76,825.39,495.23,2628.98,155.7,4.91,0.1,25
ERN00008230,DRV00207,2020,3,March,126,2914.45,487.63,582.82,387.54,874.32,524.59,2973.53,180.6,4.38,0.11,30
ERN00008231,DRV00207,2020,4,April,97,2266.93,236.04,333.41,72.53,650.08,390.05,1868.78,101.5,4.81,0.1,13
ERN00008232,DRV00207,2020,5,May,99,1811.47,314.68,441.65,307.33,563.28,337.97,1973.88,135.7,4.24,0.05,20
ERN00008233,DRV00207,2020,6,June,157,5037.94,542.29,626.39,659.22,1416.08,849.65,4600.11,128.1,4.61,0.05,16
ERN00008234,DRV00207,2020,7,July,114,3406.24,604.9,257.25,173.79,915.87,549.52,2976.79,117.3,4.4,0.13,26
ERN00008235,DRV00207,2020,8,August,245,6935.03,506.48,1091.93,529.29,2006.74,1204.04,5851.95,294,4.31,0.14,22
ERN00008236,DRV00207,2020,9,September,149,3694.83,410.53,319.82,380.5,1003.66,602.2,3199.82,208.6,3.97,0.14,25
ERN00008237,DRV00207,2020,10,October,221,5767.7,772.17,1375.1,477.18,1785.7,1071.42,5535.03,236.4,4.17,0.05,15
ERN00008238,DRV00207,2020,11,November,47,1101.23,81.43,228.09,148.57,332.33,199.4,1027.59,55.7,3.9,0.07,29
ERN00008239,DRV00207,2020,12,December,59,1083.91,112.15,216.91,229.95,325.21,195.12,1122.59,52.6,4.4,0.12,25
ERN00008240,DRV00207,2021,1,January,67,2671.44,476.84,486.41,69.11,789.46,473.68,2440.66,91.3,4.36,0.1,23
ERN00008241,DRV00207,2021,2,February,82,3298.49,245,458.78,329.23,939.32,563.59,2828.59,118.9,3.95,0.13,29
ERN00008242,DRV00207,2021,3,March,254,9465.49,1494.52,566.38,66.87,2507.97,1504.78,7580.51,355.3,4.91,0.02,11
ERN00008243,DRV00207,2021,4,April,270,6324.18,653.53,1483.96,762.35,1952.04,1171.22,6100.76,340.5,4.84,0.11,13
ERN00008244,DRV00207,2021,5,May,251,5514.25,1037.17,1374.17,518.28,1722.11,1033.26,5688.5,282,4.27,0.07,24
ERN00008245,DRV00207,2021,6,June,227,8501.34,1556,745.42,680.33,2311.69,1387.01,7784.39,323,4.28,0.04,11
ERN00008246,DRV00207,2021,7,July,276,9102.11,1373.21,1784.44,1227.06,2721.64,1632.98,9132.2,312.8,4.82,0.03,16
ERN00008247,DRV00207,2021,8,August,45,1583.07,146.52,161.28,8.06,436.09,261.65,1201.19,48.5,4.58,0.1,13
ERN00008248,DRV00207,2021,9,September,263,7182.06,1032.57,384.69,799.54,1891.69,1135.01,6372.16,285,4.88,0.13,30
ERN00008249,DRV00207,2021,10,October,169,5732.45,900.72,340.45,579.94,1518.22,910.93,5124.41,178,4.98,0.08,24
ERN00008250,DRV00207,2021,11,November,153,4243.93,604.12,632.4,579.26,1219.08,731.45,4109.18,210.2,4.19,0.12,19
ERN00008251,DRV00207,2021,12,December,101,3895,321.71,672.6,83.88,1141.9,685.14,3146.15,80.8,4.36,0.1,15
ERN00008252,DRV00207,2022,1,January,125,4013.33,792.16,848.68,310.25,1215.5,729.3,4019.62,131.3,4.52,0.04,12
ERN00008253,DRV00207,2022,2,February,147,5555.17,484.56,861.72,199.73,1604.22,962.53,4534.43,159.8,4.38,0.09,18
ERN00008254,DRV00207,2022,3,March,200,7595.09,807.39,1712.38,451.12,2326.87,1396.12,6842.99,268.2,4.79,0.04,18
ERN00008255,DRV00207,2022,4,April,225,5887.11,726.17,629.54,936.24,1629.16,977.5,5572.4,248.3,3.81,0.11,16
ERN00008256,DRV00207,2022,5,May,264,5996.95,741.14,433.76,1233.74,1607.68,964.61,5833.3,377.5,3.84,0.04,21
ERN00008257,DRV00207,2022,6,June,51,1506.07,160.19,84.19,156.35,397.56,238.54,1270.7,56.7,4.72,0.09,20
ERN00008258,DRV00207,2022,7,July,90,3081.11,290.35,688.89,33.56,942.5,565.5,2585.91,93.7,4.79,0.13,21
ERN00008259,DRV00207,2022,8,August,203,5741.4,389.84,1429.91,125.77,1792.83,1075.7,4818.39,212.4,4.42,0.13,29
ERN00008260,DRV00207,2022,9,September,80,1556.63,156.89,265.61,135.58,455.56,273.34,1385.81,109,3.9,0.13,13
ERN00008261,DRV00207,2022,10,October,53,2375.23,277.86,437.21,42.72,703.11,421.87,2008.04,65.2,4.33,0.08,15
ERN00008262,DRV00207,2022,11,November,244,7290.24,554.92,1268.09,604.28,2139.58,1283.75,6294.2,325,4.05,0.04,14
ERN00008263,DRV00207,2022,12,December,181,6789.27,694.09,1333.72,161.77,2030.75,1218.45,5729.65,261.6,4.85,0.09,11
ERN00008264,DRV00207,2023,1,January,241,6225.86,1199.9,1528.84,255.8,1938.67,1163.2,6108.53,355.3,4.22,0.07,15
ERN00008265,DRV00207,2023,2,February,289,10331.12,1614.07,1950.49,621.03,3070.4,1842.24,9604.07,336.5,4.66,0.07,29
ERN00008266,DRV00207,2023,3,March,188,3885.27,220.22,903.26,171.54,1197.13,718.28,3264.88,259.4,3.88,0.11,23
ERN00008267,DRV00207,2023,4,April,234,7883.25,1356.21,477.61,1016.37,2090.22,1254.13,7389.09,226.7,4.76,0.08,11
ERN00008268,DRV00207,2023,5,May,102,2153.73,140.57,380.2,112.85,633.48,380.09,1773.78,100,3.84,0.1,10
ERN00008269,DRV00207,2023,6,June,285,6495.15,512.14,614.32,479.8,1777.37,1066.42,5257.62,376.2,4.44,0.06,29
ERN00008270,DRV00207,2023,7,July,272,8910.01,642.31,822.96,815.06,2433.24,1459.95,7297.15,391.8,4.52,0.11,19
ERN00008271,DRV00207,2023,8,August,208,7540.49,1172.19,1437.32,570.22,2244.45,1346.67,7129.1,181.2,4.63,0.09,24
ERN00008272,DRV00207,2023,9,September,122,2957.1,576.9,157.99,515.92,778.77,467.26,2961.88,145.4,4.96,0.13,25
ERN00008273,DRV00207,2023,10,October,72,2450.09,246.6,427.43,322.13,719.38,431.63,2295.24,80.5,4,0.1,20
ERN00008274,DRV00207,2023,11,November,298,11279.45,829.04,1452.96,1000.6,3183.1,1909.86,9469.09,301.7,4.84,0.1,15
ERN00008275,DRV00207,2023,12,December,167,3346.75,604.6,358.45,505.37,926.3,555.78,3333.09,167.3,3.92,0.08,17
ERN00008276,DRV00207,2024,1,January,177,5999.68,462.73,1283.73,803.54,1820.85,1092.51,5636.32,177.7,4.39,0.12,27
ERN00008277,DRV00207,2024,2,February,150,3388.04,215.99,780.2,563.63,1042.06,625.24,3280.56,144.6,4.72,0.15,20
ERN00008278,DRV00207,2024,3,March,51,1111.43,117.48,121.47,157.06,308.23,184.94,1014.27,45.5,4.37,0.07,22
ERN00008279,DRV00207,2024,4,April,33,841.86,111.14,139.66,83.79,245.38,147.23,783.84,36.7,4.42,0.11,11
ERN00008280,DRV00207,2024,5,May,109,3679.18,214.83,811.11,521.35,1122.57,673.54,3430.36,134.6,4.36,0.12,27
ERN00008281,DRV00207,2024,6,June,288,6809.69,1122.86,1087.48,136.23,1974.29,1184.58,5997.39,250.6,4.3,0.08,28
ERN00008282,DRV00207,2024,7,July,289,11041.76,1958.79,1354.84,1343.98,3099.15,1859.49,10740.73,362.8,4.87,0.07,13
ERN00008283,DRV00207,2024,8,August,184,6154.05,730.38,1305.19,633.07,1864.81,1118.89,5838.99,231.3,3.85,0.1,11
ERN00008284,DRV00207,2024,9,September,222,9116.33,773.16,607.86,722.44,2431.05,1458.63,7330.11,198.5,4.27,0.06,28
ERN00008285,DRV00207,2024,10,October,157,7057.71,501.15,1115.98,498.56,2043.42,1226.05,5903.93,212.6,4.12,0.1,13
ERN00008286,DRV00207,2024,11,November,174,5919.77,375.84,684.07,405.28,1650.96,990.58,4743.42,176.9,4.45,0.03,11
ERN00008287,DRV00207,2024,12,December,176,5719.86,884.92,566.07,273.28,1571.48,942.89,4929.76,152.9,4.85,0.11,25
ERN00008288,DRV00207,2025,1,January,140,3984.59,322.28,479.03,566.19,1115.9,669.54,3566.65,168.3,4.08,0.15,21
ERN00008289,DRV00207,2025,2,February,199,3740.02,555.06,691.56,361.16,1107.89,664.74,3575.17,209.9,4.43,0.11,29
ERN00008290,DRV00207,2025,3,March,63,2343.53,151.79,223.05,218.63,641.65,384.99,1910.36,53.7,4.05,0.09,15
ERN00008291,DRV00207,2025,4,April,253,5759.33,787.09,301.46,1207.94,1515.2,909.12,5631.5,309.1,4.57,0.06,30
ERN00008292,DRV00207,2025,5,May,216,7293.95,1349.45,1095.8,919.81,2097.44,1258.46,7303.11,290.9,4.86,0.06,29
ERN00008293,DRV00207,2025,6,June,299,9055.3,1341.17,2069.6,1452.45,2781.22,1668.73,9468.57,448.4,4.11,0.07,26
ERN00008294,DRV00207,2025,7,July,273,8724.62,1433.61,792.85,1132.58,2379.37,1427.62,8276.67,232.7,4.55,0.1,30
ERN00008295,DRV00207,2025,8,August,249,10773.37,1862.47,1429.21,98.84,3050.65,1830.39,9282.85,351.4,3.95,0.08,28
ERN00008296,DRV00207,2025,9,September,91,3843.91,730.9,896.47,446.84,1185.1,711.06,4021.96,114.5,4.99,0.06,21
ERN00008297,DRV00207,2025,10,October,237,8154.56,1134.37,2026.16,910.62,2545.18,1527.11,8153.42,300.5,3.89,0.12,12
ERN00008298,DRV00207,2025,11,November,55,1664.75,92.48,394.96,20.28,514.93,308.96,1348.58,58.4,4.97,0.03,26
ERN00008299,DRV00207,2025,12,December,68,2736.01,201.11,141.76,319.16,719.44,431.67,2246.93,69.4,4.49,0.1,11
ERN00008300,DRV00208,2020,1,January,283,9018.78,1793.62,484.92,1051.01,2375.93,1425.56,8546.84,245.6,4.14,0.15,17
ERN00008301,DRV00208,2020,2,February,60,1759.28,286.72,142.96,89.41,475.56,285.34,1517.47,81.8,4.85,0.02,17
ERN00008302,DRV00208,2020,3,March,170,6134.61,985.49,824.02,417.9,1739.66,1043.79,5578.57,158.1,3.89,0.11,27
ERN00008303,DRV00208,2020,4,April,295,6099.82,642.59,550.25,13.02,1662.52,997.51,4645.65,373.1,4.55,0.06,29
ERN00008304,DRV00208,2020,5,May,72,2167.82,147.61,215.86,183.05,595.92,357.55,1760.87,60.4,3.99,0.03,27
ERN00008305,DRV00208,2020,6,June,259,8972.62,1475.26,1763.51,419.04,2684.03,1610.42,8335.98,253,4.71,0.06,20
ERN00008306,DRV00208,2020,7,July,234,6711.46,439.66,1225.08,550.38,1984.13,1190.48,5751.97,300.9,4.45,0.03,20
ERN00008307,DRV00208,2020,8,August,83,3154.22,520.31,368.73,170.42,880.74,528.44,2804.5,112.2,4.76,0.03,30
