Trip_ID,Rider_ID,Driver_ID,Trip_Date,Trip_Time,Day_of_Week,Pickup_Location,Dropoff_Location,City,Service_Type,Distance_KM,Duration_Minutes,Base_Fare_SAR,Surge_Multiplier,Final_Fare_SAR,Payment_Method,Status,Cancellation_Reason,Driver_Rating,Rider_Rating,Is_Peak_Hour
TRP00000764,RDR000796,DRV00076,10/6/2025 0:00,0.930555556,Monday,Granada Center,Al Faisaliyah Tower,Riyadh,UberXL,17.2,58,92.39,2.13,196.79,Cash,Completed,Rider Cancelled,4.9,4.1,1
TRP00000765,RDR000796,DRV00311,7/26/2025 0:00,0.317361111,Saturday,Granada Center,Al Faisaliyah Tower,Riyadh,UberComfort,28.7,134,120.59,1,120.59,Cash,No-Show,Payment Issue,3.9,4,1
TRP00000766,RDR000796,DRV00114,2/25/2025 0:00,0.61875,Tuesday,Granada Center,Panorama Mall,Riyadh,UberX,5.6,15,31.85,1,31.85,Cash,Completed,Rider Cancelled,4.7,4.3,0
TRP00000767,RDR000796,DRV00172,3/25/2025 0:00,0.157638889,Tuesday,Diplomatic Quarter,Granada Center,Riyadh,UberX,32.2,114,123.11,1,123.11,Cash,Completed,Rider Cancelled,4.8,4.5,0
TRP00000768,RDR000796,DRV00330,7/31/2025 0:00,0.999305556,Thursday,King Khalid International Airport,Granada Center,Riyadh,UberBLACK,31.6,74,97.26,1.71,166.31,Cash,Completed,Rider Cancelled,3.6,3.8,1
TRP00000769,RDR000796,DRV00291,9/10/2025 0:00,0.082638889,Wednesday,Kingdom Centre,Al Faisaliyah Tower,Riyadh,UberXL,22.8,58,87.03,1,87.03,Cash,Completed,Rider Cancelled,4.8,4.4,0
TRP00000770,RDR000796,DRV00311,3/5/2025 0:00,0.214583333,Wednesday,Diriyah,Riyadh Park Mall,Riyadh,UberBLACK,33.9,123,129.43,1,129.43,Cash,Cancelled,Rider Cancelled,3.9,4,0
TRP00000771,RDR000796,DRV00354,8/29/2025 0:00,0.886805556,Friday,Riyadh Front,Panorama Mall,Riyadh,UberX,22,97,62.77,1,62.77,Cash,Completed,Rider Cancelled,4.1,4.4,0
TRP00000772,RDR000034,DRV00287,5/16/2023 0:00,0.463888889,Tuesday,Hira Cave,Kaaba,Mecca,UberSELECT,2.4,5,35.12,1,35.12,Debit Card,Completed,Rider Cancelled,4.9,4.3,0
TRP00000773,RDR000034,DRV00329,9/28/2023 0:00,0.839583333,Thursday,Jabal al-Nour,Jabal Thawr,Mecca,UberXL,32.8,143,113.3,1.73,196.01,Mada,Completed,Rider Cancelled,3.6,4.8,1
TRP00000774,RDR000034,DRV00329,2/5/2025 0:00,0.233333333,Wednesday,Kaaba,Zamzam Well,Mecca,UberSELECT,7.6,22,49.94,1,49.94,Debit Card,Completed,Rider Cancelled,3.6,3.5,0
TRP00000775,RDR000034,DRV00070,7/10/2023 0:00,0.879166667,Monday,Hira Cave,Kaaba,Mecca,UberSELECT,34.7,171,151.5,1,151.5,Cash,Completed,Rider Cancelled,4.8,3.8,0
TRP00000776,RDR000034,DRV00311,11/2/2025 0:00,0.085416667,Sunday,Zamzam Well,Muzdalifah,Mecca,UberX,3.6,15,23.99,1,23.99,Apple Pay,Cancelled,Rider Cancelled,3.9,4,0
TRP00000777,RDR000034,DRV00138,7/22/2023 0:00,0.936111111,Saturday,Jabal Thawr,Mina,Mecca,UberBLACK,25.9,67,112.42,1.79,201.23,Credit Card,Completed,Rider Cancelled,4.6,4.2,1
TRP00000778,RDR000034,DRV00059,11/19/2024 0:00,0.027777778,Tuesday,Abraj Al Bait,Muzdalifah,Mecca,UberX,36.8,172,114.18,1,114.18,Mada,Completed,Rider Cancelled,4,4.5,0
TRP00000779,RDR000034,DRV00373,8/23/2024 0:00,0.286805556,Friday,Arafat,Kaaba,Mecca,UberBLACK,17.1,65,80.38,1,80.38,Debit Card,Completed,Rider Cancelled,4.1,4.1,0
TRP00000780,RDR000034,DRV00255,6/22/2023 0:00,0.201388889,Thursday,Kaaba,Muzdalifah,Mecca,UberX,7.1,19,35.7,1,35.7,Credit Card,Completed,Rider Cancelled,4.9,3.9,0
TRP00000781,RDR000034,DRV00028,9/12/2025 0:00,0.220833333,Friday,Abraj Al Bait,Zamzam Well,Mecca,UberBLACK,12.4,44,69.64,1,69.64,Debit Card,Completed,Rider Cancelled,4.3,4.8,0
TRP00000782,RDR000034,DRV00281,11/17/2025 0:00,0.361805556,Monday,Masjid al-Haram,Abraj Al Bait,Mecca,UberSELECT,20.1,52,91.79,2.32,212.95,Debit Card,Completed,Rider Cancelled,4.9,4.5,1
TRP00000783,RDR000034,DRV00376,6/16/2023 0:00,0.789583333,Friday,Zamzam Well,Masjid al-Haram,Mecca,UberSELECT,44.2,214,165.46,1.06,175.39,Debit Card,Completed,Rider Cancelled,4.9,3.9,1
TRP00000784,RDR000034,DRV00012,9/3/2024 0:00,0.320138889,Tuesday,Jabal al-Nour,Hira Cave,Mecca,UberXL,15,68,77.47,1.8,139.45,Credit Card,Completed,Rider Cancelled,4.7,4.7,1
TRP00000785,RDR000034,DRV00315,10/19/2024 0:00,0.627083333,Saturday,Jabal Thawr,Hira Cave,Mecca,UberComfort,20.5,67,65.22,1,65.22,Debit Card,Completed,Rider Cancelled,4,4,0
TRP00000786,RDR000034,DRV00311,11/26/2023 0:00,0.109027778,Sunday,Masjid al-Haram,Muzdalifah,Mecca,UberXL,34.1,159,148.82,1,148.82,Debit Card,No-Show,Rider Cancelled,3.9,4,0
TRP00000787,RDR000034,DRV00255,7/13/2025 0:00,0.044444444,Sunday,Masjid al-Haram,Arafat,Mecca,UberXL,9.8,20,54.28,1,54.28,Debit Card,Completed,Rider Cancelled,3.7,4.1,0
TRP00000788,RDR000034,DRV00373,2/3/2025 0:00,0.086111111,Monday,Muzdalifah,Zamzam Well,Mecca,UberComfort,23.3,97,88.96,1,88.96,Apple Pay,Completed,Rider Cancelled,4.6,4.9,0
TRP00000789,RDR000032,DRV00077,1/8/2024 0:00,0.347222222,Monday,Al Khobar,Dammam,Dhahran,UberX,4.3,20,32,2.46,78.72,Credit Card,Completed,Rider Cancelled,3.8,3.7,1
TRP00000790,RDR000032,DRV00029,3/24/2025 0:00,0.717361111,Monday,King Fahd University,Dhahran Hills,Dhahran,UberComfort,3.5,9,33.54,1.42,47.63,Credit Card,Completed,Rider Cancelled,4.2,3.6,1
TRP00000791,RDR000032,DRV00156,9/15/2025 0:00,0.085416667,Monday,Scitech,Al Danah,Dhahran,UberXL,2.8,8,29.45,1,29.45,Credit Card,Completed,Rider Cancelled,4.5,4.3,0
TRP00000792,RDR000032,DRV00311,3/30/2021 0:00,0.741666667,Tuesday,Aramco Residential Camp,Saudi Aramco,Dhahran,UberBLACK,34.4,103,154.72,1,154.72,Credit Card,No-Show,Other,3.9,4,1
TRP00000793,RDR000032,DRV00274,3/22/2021 0:00,0.448611111,Monday,Dammam,Dhahran Hills,Dhahran,UberXL,35.7,170,155.23,1,155.23,Credit Card,Completed,Rider Cancelled,4.9,4.9,0
TRP00000794,RDR000032,DRV00021,1/25/2024 0:00,0.602083333,Thursday,Dammam,Al Khobar,Dhahran,UberSELECT,9,28,60.29,1,60.29,Credit Card,Completed,Rider Cancelled,3.9,4.5,0
TRP00000795,RDR000032,DRV00311,6/20/2022 0:00,0.720833333,Monday,Aramco Residential Camp,Al Danah,Dhahran,UberX,28.5,87,114.31,1,114.31,Credit Card,No-Show,Other,3.9,4,1
TRP00000796,RDR000032,DRV00353,10/15/2022 0:00,0.779166667,Saturday,Aramco Residential Camp,Scitech,Dhahran,UberComfort,21.1,43,55.13,1.61,88.76,Credit Card,Completed,Rider Cancelled,4.5,4.3,1
TRP00000797,RDR000032,DRV00366,7/6/2021 0:00,0.372916667,Tuesday,Dammam,Al Khobar,Dhahran,UberSELECT,43,142,134.99,1.22,164.69,Credit Card,Completed,Rider Cancelled,3.7,4.4,1
TRP00000798,RDR000032,DRV00195,5/6/2021 0:00,0.296527778,Thursday,Saudi Aramco,Al Khobar Corniche,Dhahran,UberBLACK,39,145,117.03,2.27,265.66,Mada,Completed,Rider Cancelled,5,3.5,1
TRP00000799,RDR000200,DRV00310,1/7/2025 0:00,0.306944444,Tuesday,King Fahd University,Dhahran Mall,Dhahran,UberBLACK,21.1,74,82.09,1.42,116.57,Cash,Completed,Rider Cancelled,3.6,4.1,1
TRP00000800,RDR000200,DRV00133,1/21/2025 0:00,0.472916667,Tuesday,Dhahran Hills,Aramco Residential Camp,Dhahran,UberXL,42.5,122,111.17,1,111.17,Cash,Completed,Rider Cancelled,4.9,3.5,0
TRP00000801,RDR000200,DRV00311,5/30/2023 0:00,0.697916667,Tuesday,Al Khobar,Aramco Residential Camp,Dhahran,UberComfort,18.3,68,74.9,1,74.9,Debit Card,No-Show,Rider Cancelled,3.9,4,0
TRP00000802,RDR000200,DRV00381,10/27/2024 0:00,0.691666667,Sunday,Al Khobar,Dhahran Hills,Dhahran,UberBLACK,33.5,152,128.13,1,128.13,Cash,Completed,Rider Cancelled,4.3,4,0
TRP00000803,RDR000366,DRV00188,3/16/2025 0:00,0.427083333,Sunday,Tabuk Regional Airport,Tayma,Tabuk,UberXL,15.5,76,77.16,1,77.16,Debit Card,Completed,Rider Cancelled,3.6,4.3,0
TRP00000804,RDR000366,DRV00141,5/16/2025 0:00,0.854166667,Friday,Haql,Tayma,Tabuk,UberXL,35.8,96,163.67,1.88,307.7,Debit Card,Completed,Rider Cancelled,4.7,4.1,1
TRP00000805,RDR000366,DRV00311,3/25/2025 0:00,0.389583333,Tuesday,Tabuk Regional Airport,Al Disah Valley,Tabuk,UberX,19.6,68,60.43,1,60.43,Cash,No-Show,Driver Cancelled,3.9,4,1
TRP00000806,RDR000366,DRV00311,11/19/2024 0:00,0.213194444,Tuesday,Prince Sultan Park,Al Ula,Tabuk,UberBLACK,32.6,111,109.83,1,109.83,Debit Card,No-Show,Payment Issue,3.9,4,0
TRP00000807,RDR000366,DRV00311,2/5/2025 0:00,0.088888889,Wednesday,Al Bad,Haql,Tabuk,UberXL,40.9,125,141.06,1,141.06,Debit Card,Cancelled,No Driver Available,3.9,4,0
TRP00000808,RDR000366,DRV00311,5/3/2025 0:00,0.776388889,Saturday,Haql,Al Disah Valley,Tabuk,UberX,5.2,24,41.94,1,41.94,Cash,Cancelled,Payment Issue,3.9,4,1
TRP00000809,RDR000366,DRV00301,4/9/2025 0:00,0.655555556,Wednesday,Maqna,Tayma,Tabuk,UberBLACK,41.4,199,128.17,1,128.17,Debit Card,Completed,Rider Cancelled,4.1,4.5,0
TRP00000810,RDR000366,DRV00301,6/24/2025 0:00,0.230555556,Tuesday,Haql,Al Ula,Tabuk,UberX,12,41,40.92,1,40.92,Debit Card,Completed,Rider Cancelled,4.3,4.9,0
TRP00000811,RDR000366,DRV00144,5/27/2025 0:00,0.45,Tuesday,Maqna,Tayma,Tabuk,UberX,37,155,158.36,1,158.36,Debit Card,Completed,Rider Cancelled,4.4,4.4,0
TRP00000812,RDR000366,DRV00395,4/6/2025 0:00,0.213194444,Sunday,Al Ula,Tabuk Regional Airport,Tabuk,UberXL,20.9,97,85.62,1,85.62,Debit Card,Completed,Rider Cancelled,3.7,3.8,0
TRP00000813,RDR000366,DRV00032,12/31/2024 0:00,0.274305556,Tuesday,Al Bad,Maqna,Tabuk,UberX,27.7,58,120.81,1,120.81,Debit Card,Completed,Rider Cancelled,4.2,4.7,0
TRP00000814,RDR000366,DRV00311,4/5/2025 0:00,0.76875,Saturday,Tabuk University,Haql,Tabuk,UberComfort,37.7,108,106.26,1,106.26,Debit Card,No-Show,Rider Cancelled,3.9,4,1
TRP00000815,RDR000487,DRV00184,11/21/2025 0:00,0.336805556,Friday,Abha Palace Hotel,Abha Regional Airport,Abha,UberX,43.6,192,163.44,1.68,274.58,Credit Card,Completed,Rider Cancelled,3.7,4,1
TRP00000816,RDR000487,DRV00311,5/22/2025 0:00,0.060416667,Thursday,Al Soudah,Saudi German Hospital,Abha,UberSELECT,10.2,37,61.88,1,61.88,Cash,Cancelled,Rider Cancelled,3.9,4,0
TRP00000817,RDR000487,DRV00033,7/24/2025 0:00,0.321527778,Thursday,Green Mountain,Abha Regional Airport,Abha,UberXL,8.5,37,51.71,2.12,109.63,Cash,Completed,Rider Cancelled,4.9,4.8,1
TRP00000818,RDR000487,DRV00198,9/10/2024 0:00,0.649305556,Tuesday,Saudi German Hospital,Green Mountain,Abha,UberComfort,3.7,15,33.4,1,33.4,Cash,Completed,Rider Cancelled,4.2,4.5,0
TRP00000819,RDR000487,DRV00115,5/7/2025 0:00,0.330555556,Wednesday,Art Street,Khamis Mushait,Abha,UberXL,36.3,115,123.74,2.13,263.57,Cash,Completed,Rider Cancelled,3.7,4.8,1
TRP00000820,RDR000487,DRV00311,10/4/2025 0:00,0.427083333,Saturday,Al Muftaha Village,Al Soudah,Abha,UberComfort,22,65,71.45,1,71.45,Cash,Cancelled,Driver Cancelled,3.9,4,0
TRP00000821,RDR000487,DRV00184,11/16/2025 0:00,0.809722222,Sunday,Green Mountain,Asir National Park,Abha,UberSELECT,13.5,35,71.11,1.59,113.06,Cash,Completed,Rider Cancelled,3.9,4,1
TRP00000822,RDR000487,DRV00115,8/16/2025 0:00,0.373611111,Saturday,Asir National Park,Abha Regional Airport,Abha,UberXL,33.3,100,143.74,1.31,188.3,Cash,Completed,Rider Cancelled,4.4,3.7,1
TRP00000823,RDR000487,DRV00311,6/6/2025 0:00,0.193055556,Friday,Khamis Mushait,Asir National Park,Abha,UberX,36.5,82,146.13,1,146.13,Cash,No-Show,Other,3.9,4,0
TRP00000824,RDR000487,DRV00078,8/23/2024 0:00,0.675694444,Friday,Abha Regional Airport,Saudi German Hospital,Abha,UberComfort,44.4,200,146.69,1,146.69,Cash,Completed,Rider Cancelled,4.9,4,0
TRP00000825,RDR000487,DRV00115,3/15/2025 0:00,0.001388889,Saturday,Asir National Park,Saudi German Hospital,Abha,UberX,23.6,103,61.44,1,61.44,Cash,Completed,Rider Cancelled,4.4,4.5,0
TRP00000826,RDR000487,DRV00311,11/7/2024 0:00,0.528472222,Thursday,Al Muftaha Village,Abha Palace Hotel,Abha,UberSELECT,39.1,87,143.2,1,143.2,Cash,Cancelled,Payment Issue,3.9,4,0
TRP00000827,RDR000487,DRV00311,12/6/2024 0:00,0.157638889,Friday,Saudi German Hospital,Al Muftaha Village,Abha,UberComfort,37.8,173,153.31,1,153.31,Cash,Cancelled,Rider Cancelled,3.9,4,0
TRP00000828,RDR000487,DRV00181,10/16/2025 0:00,0.254166667,Thursday,Art Street,Khamis Mushait,Abha,UberXL,14.5,33,83.45,1,83.45,Cash,Completed,Rider Cancelled,4.9,4.3,0
TRP00000829,RDR000487,DRV00311,7/21/2024 0:00,0.656944444,Sunday,Al Muftaha Village,Abha Regional Airport,Abha,UberBLACK,32.7,109,128.57,1,128.57,Cash,No-Show,Driver Cancelled,3.9,4,0
TRP00000830,RDR000487,DRV00311,11/4/2025 0:00,0.754166667,Tuesday,Art Street,Al Muftaha Village,Abha,UberComfort,36.8,181,95.16,1,95.16,Cash,No-Show,Payment Issue,3.9,4,1
TRP00000831,RDR000595,DRV00311,1/10/2022 0:00,0.527083333,Monday,Oasis Mall,Al Danah,Khobar,UberBLACK,34.7,75,134.82,1,134.82,Credit Card,Cancelled,No Driver Available,3.9,4,0
TRP00000832,RDR000595,DRV00190,1/14/2023 0:00,0.941666667,Saturday,Al Danah,Al Khobar Park,Khobar,UberX,13.5,35,57.52,1.69,97.21,Credit Card,Completed,Rider Cancelled,4.9,3.9,1
TRP00000833,RDR000595,DRV00311,5/6/2024 0:00,0.990277778,Monday,Al Rashid Mall,Dhahran Mall,Khobar,UberXL,32.1,100,133.22,1,133.22,Credit Card,Cancelled,Rider Cancelled,3.9,4,1
TRP00000834,RDR000595,DRV00236,9/9/2023 0:00,0.126388889,Saturday,Al Khobar Park,Fanateer,Khobar,UberComfort,28.9,103,91,1,91,Apple Pay,Completed,Rider Cancelled,3.5,3.7,0
TRP00000835,RDR000595,DRV00263,3/1/2024 0:00,0.44375,Friday,Al Khobar Waterfront,Dhahran Mall,Khobar,UberComfort,14.5,58,78.56,1,78.56,Credit Card,Completed,Rider Cancelled,4.4,4.2,0
TRP00000836,RDR000569,DRV00168,9/24/2025 0:00,0.23125,Wednesday,Panorama Mall,King Khalid International Airport,Riyadh,UberSELECT,19.9,48,72.12,1,72.12,Debit Card,Completed,Rider Cancelled,3.8,3.6,0
TRP00000837,RDR000569,DRV00205,9/14/2025 0:00,0.06875,Sunday,Panorama Mall,Riyadh Park Mall,Riyadh,UberX,17.1,62,59.36,1,59.36,Debit Card,Completed,Rider Cancelled,3.9,4.9,0
TRP00000838,RDR000569,DRV00311,11/7/2025 0:00,0.485416667,Friday,Riyadh Front,Boulevard Riyadh City,Riyadh,UberBLACK,25.3,100,81.81,1,81.81,Debit Card,Cancelled,Driver Cancelled,3.9,4,0
TRP00000839,RDR000569,DRV00205,10/27/2025 0:00,0.754166667,Monday,Riyadh Park Mall,Diplomatic Quarter,Riyadh,UberBLACK,29.7,93,131.39,1.92,252.27,Debit Card,Completed,Rider Cancelled,4.9,4.6,1
TRP00000840,RDR000569,DRV00227,10/3/2025 0:00,0.034722222,Friday,Diriyah,Boulevard Riyadh City,Riyadh,UberX,42,161,111.17,1,111.17,Debit Card,Completed,Rider Cancelled,3.6,5,0
TRP00000841,RDR000569,DRV00303,12/11/2025 0:00,0.570833333,Thursday,Panorama Mall,Al Faisaliyah Tower,Riyadh,UberSELECT,23.5,55,93.99,1,93.99,Debit Card,Completed,Rider Cancelled,4,4.8,0
TRP00000842,RDR000569,DRV00311,9/10/2025 0:00,0.828472222,Wednesday,Diriyah,Riyadh Park Mall,Riyadh,UberSELECT,32.6,147,124.1,1,124.1,Debit Card,No-Show,No Driver Available,3.9,4,1
TRP00000843,RDR000569,DRV00350,12/10/2025 0:00,0.848611111,Wednesday,Riyadh Park Mall,King Khalid International Airport,Riyadh,UberSELECT,38.8,167,125.81,1.29,162.29,Debit Card,Completed,Rider Cancelled,4.8,4.9,1
TRP00000844,RDR000569,DRV00311,8/23/2025 0:00,0.269444444,Saturday,Al Faisaliyah Tower,Diplomatic Quarter,Riyadh,UberComfort,2.2,6,22.35,1,22.35,Debit Card,Completed,Rider Cancelled,4.9,4.4,0
TRP00000845,RDR000569,DRV00311,10/30/2025 0:00,0.854166667,Thursday,Riyadh Front,King Khalid International Airport,Riyadh,UberSELECT,13.8,29,58.85,1,58.85,Cash,Cancelled,Payment Issue,3.9,4,1
TRP00000846,RDR000569,DRV00152,12/24/2025 0:00,0.229166667,Wednesday,Granada Center,Kingdom Centre,Riyadh,UberX,17.9,68,79.92,1,79.92,Debit Card,Completed,Rider Cancelled,3.6,4.8,0
TRP00000847,RDR000569,DRV00311,12/12/2025 0:00,0.864583333,Friday,King Khalid International Airport,Riyadh Front,Riyadh,UberX,38.9,110,161.96,1,161.96,Debit Card,Cancelled,Rider Cancelled,3.9,4,1
TRP00000848,RDR000569,DRV00096,11/10/2025 0:00,0.923611111,Monday,Diplomatic Quarter,Al Faisaliyah Tower,Riyadh,UberBLACK,2.6,10,42.38,1.22,51.7,Debit Card,Completed,Rider Cancelled,3.8,4.6,1
TRP00000849,RDR000429,DRV00075,4/25/2025 0:00,0.053472222,Friday,Date Market,Qiblatayn Mosque,Medina,UberBLACK,19.6,76,111.33,1,111.33,Apple Pay,Completed,Rider Cancelled,4.3,3.7,0
TRP00000850,RDR000429,DRV00311,4/24/2024 0:00,0.790972222,Wednesday,Rashid Mega Mall,Quba Mosque,Medina,UberX,41.5,105,102.94,1,102.94,Credit Card,Cancelled,Rider Cancelled,3.9,4,1
TRP00000851,RDR000429,DRV00311,9/5/2024 0:00,0.849305556,Thursday,Rashid Mega Mall,Quba Mosque,Medina,UberComfort,15.2,61,84.03,1,84.03,Apple Pay,Cancelled,Driver Cancelled,3.9,4,1
TRP00000852,RDR000429,DRV00040,2/18/2025 0:00,0.929166667,Tuesday,Mount Uhud,Hejaz Railway Museum,Medina,UberComfort,26.3,85,112.63,1.66,186.97,Apple Pay,Completed,Rider Cancelled,5,3.9,1
TRP00000853,RDR000429,DRV00105,1/24/2025 0:00,0.765972222,Friday,Hejaz Railway Museum,Date Market,Medina,UberXL,37.7,153,120.5,2.49,300.05,Apple Pay,Completed,Rider Cancelled,3.7,4.4,1
TRP00000854,RDR000429,DRV00180,11/18/2025 0:00,0.909722222,Tuesday,Old Bazaar,Qiblatayn Mosque,Medina,UberSELECT,32.1,112,144.39,1,144.39,Apple Pay,Completed,Rider Cancelled,4.7,3.9,0
TRP00000855,RDR000429,DRV00097,2/28/2024 0:00,0.147916667,Wednesday,Mount Uhud,Taibah University,Medina,UberComfort,22.1,65,90.99,1,90.99,Credit Card,Completed,Rider Cancelled,4.6,4.4,0
TRP00000856,RDR000429,DRV00311,7/7/2024 0:00,0.5625,Sunday,Hejaz Railway Museum,Al Noor Mall,Medina,UberX,10,30,39.46,1,39.46,Apple Pay,No-Show,Rider Cancelled,3.9,4,0
TRP00000857,RDR000138,DRV00311,5/4/2025 0:00,0.780555556,Sunday,Ibn Khaldun Mall,Dammam University,Dammam,UberXL,37.9,104,127.16,1,127.16,Cash,Cancelled,Payment Issue,3.9,4,1
TRP00000858,RDR000138,DRV00370,4/29/2023 0:00,0.670833333,Saturday,Ibn Khaldun Mall,Dammam University,Dammam,UberSELECT,43,137,111.14,1,111.14,Cash,Completed,Rider Cancelled,4.9,4.9,0
TRP00000859,RDR000138,DRV00297,3/13/2025 0:00,0.172222222,Thursday,King Fahd Park,King Fahd International Airport,Dammam,UberX,15.3,65,70.01,1,70.01,Apple Pay,Completed,Rider Cancelled,3.5,3.7,0
TRP00000860,RDR000138,DRV00002,9/26/2023 0:00,0.090972222,Tuesday,Al Danah Mall,Dolphin Village,Dammam,UberXL,5.9,16,50.56,1,50.56,Cash,Completed,Rider Cancelled,4.2,4,0
TRP00000861,RDR000138,DRV00230,11/11/2025 0:00,0.530555556,Tuesday,Al Danah Mall,Al Shati Mall,Dammam,UberXL,37.7,155,152.37,1,152.37,Apple Pay,Completed,Rider Cancelled,4.6,3.7,0
TRP00000862,RDR000138,DRV00370,10/17/2025 0:00,0.996527778,Friday,Ibn Khaldun Mall,Dammam University,Dammam,UberBLACK,5.1,17,51.55,1.54,79.39,Cash,Completed,Rider Cancelled,3.8,3.9,1
TRP00000863,RDR000138,DRV00243,1/8/2022 0:00,0.818055556,Saturday,Ibn Khaldun Mall,Corniche Dammam,Dammam,UberComfort,7.9,20,37.67,1.43,53.87,Cash,Completed,Rider Cancelled,4.5,4.1,1
TRP00000864,RDR000138,DRV00074,9/15/2024 0:00,0.052777778,Sunday,Ibn Khaldun Mall,Dammam Seafront,Dammam,UberComfort,19.1,67,66.36,1,66.36,Debit Card,Completed,Rider Cancelled,4.5,4.1,0
TRP00000865,RDR000138,DRV00228,10/20/2023 0:00,0.191666667,Friday,Al Shati Mall,Ibn Khaldun Mall,Dammam,UberXL,2.5,9,32.69,1,32.69,Cash,Completed,Rider Cancelled,4.1,4.6,0
TRP00000866,RDR000138,DRV00311,7/15/2024 0:00,0.682638889,Monday,Dammam University,King Fahd Park,Dammam,UberBLACK,43.8,102,134.63,1,134.63,Credit Card,No-Show,Payment Issue,3.9,4,0
TRP00000867,RDR000138,DRV00217,11/8/2022 0:00,0.014583333,Tuesday,Al Faisaliyah,Dolphin Village,Dammam,UberComfort,24.1,92,108.76,1,108.76,Cash,Completed,Rider Cancelled,3.6,4.8,0
TRP00000868,RDR000138,DRV00217,4/17/2022 0:00,0.821527778,Sunday,King Fahd Park,Dolphin Village,Dammam,UberXL,16.5,47,86.17,1.49,128.39,Cash,Completed,Rider Cancelled,4,3.5,1
TRP00000869,RDR000138,DRV00311,5/9/2025 0:00,0.140277778,Friday,King Fahd International Airport,Al Faisaliyah,Dammam,UberXL,12.7,28,56.7,1,56.7,Cash,Cancelled,Payment Issue,3.9,4,0
TRP00000870,RDR000138,DRV00380,7/21/2023 0:00,0.478472222,Friday,Al Faisaliyah,Al Danah Mall,Dammam,UberBLACK,26.5,56,95.88,1,95.88,Cash,Completed,Rider Cancelled,4.7,3.7,0
TRP00000871,RDR000138,DRV00289,6/15/2022 0:00,0.457638889,Wednesday,Dolphin Village,Dammam University,Dammam,UberXL,3,14,35.33,1,35.33,Cash,Completed,Rider Cancelled,4.9,4.7,0
TRP00000872,RDR000138,DRV00311,9/17/2023 0:00,0.813888889,Sunday,Al Shati Mall,Al Danah Mall,Dammam,UberX,18.1,61,78.29,1,78.29,Cash,Cancelled,Driver Cancelled,3.9,4,1
TRP00000873,RDR000138,DRV00206,10/11/2025 0:00,0.068055556,Saturday,Ibn Khaldun Mall,Dammam Seafront,Dammam,UberSELECT,13.7,44,49.13,1,49.13,Apple Pay,Completed,Rider Cancelled,3.9,4.4,0
TRP00000874,RDR000073,DRV00281,2/16/2023 0:00,0.292361111,Thursday,Jabal al-Nour,Arafat,Mecca,UberX,28.3,118,106,1.84,195.04,Cash,Completed,Rider Cancelled,4.3,4.2,1
TRP00000875,RDR000073,DRV00229,9/5/2023 0:00,0.494444444,Tuesday,Hira Cave,Mina,Mecca,UberXL,38.7,135,139.15,1,139.15,Cash,Completed,Rider Cancelled,4.1,4.5,0
TRP00000876,RDR000073,DRV00373,4/29/2022 0:00,0.854861111,Friday,Kaaba,Jabal al-Nour,Mecca,UberX,10.9,54,42.23,1.94,81.93,Cash,Completed,Rider Cancelled,4.5,3.5,1
TRP00000877,RDR000073,DRV00318,11/10/2023 0:00,0.76875,Friday,Jabal Thawr,Masjid al-Haram,Mecca,UberSELECT,25.9,89,92.78,1.15,106.7,Cash,Completed,Rider Cancelled,4.4,4.8,1
TRP00000878,RDR000073,DRV00272,7/4/2022 0:00,0.7625,Monday,Mina,Arafat,Mecca,UberXL,25.7,78,94.1,2,188.2,Cash,Completed,Rider Cancelled,4.7,4.4,1
TRP00000879,RDR000073,DRV00311,6/8/2025 0:00,0.847222222,Sunday,Kaaba,Zamzam Well,Mecca,UberBLACK,18.9,86,88.46,1,88.46,Cash,No-Show,Payment Issue,3.9,4,1
TRP00000880,RDR000078,DRV00293,5/17/2025 0:00,0.375,Saturday,Tahlia Street,Jeddah Waterfront,Jeddah,UberXL,30.2,122,93.04,1.93,179.57,Cash,Completed,Rider Cancelled,4.1,4.5,1
TRP00000881,RDR000078,DRV00253,9/7/2025 0:00,0.670138889,Sunday,Jeddah Islamic Port,Fakieh Aquarium,Jeddah,UberX,16,43,65.3,1,65.3,Cash,Completed,Rider Cancelled,3.5,4.4,0
TRP00000882,RDR000078,DRV00235,8/3/2025 0:00,0.704861111,Sunday,Al Balad,Jeddah Corniche,Jeddah,UberXL,17.9,82,74.13,1,74.13,Cash,Completed,Rider Cancelled,3.7,3.6,0
TRP00000883,RDR000078,DRV00241,8/16/2025 0:00,0.603472222,Saturday,Al Balad,Tahlia Street,Jeddah,UberComfort,36.3,178,122.58,1,122.58,Cash,Completed,Rider Cancelled,4.8,4.9,0
TRP00000884,RDR000078,DRV00084,10/29/2025 0:00,0.083333333,Wednesday,King Abdulaziz International Airport,Al Andalus Mall,Jeddah,UberBLACK,44.8,205,127.16,1,127.16,Credit Card,Completed,Rider Cancelled,4.6,4.4,0
TRP00000885,RDR000078,DRV00341,6/6/2025 0:00,0.661111111,Friday,King Abdulaziz International Airport,Jeddah Waterfront,Jeddah,UberXL,37.6,156,102.19,1,102.19,Cash,Completed,Rider Cancelled,4.1,3.7,0
TRP00000886,RDR000078,DRV00216,3/8/2025 0:00,0.783333333,Saturday,Red Sea Mall,Al Balad,Jeddah,UberSELECT,19.8,59,102.69,1.11,113.99,Cash,Completed,Rider Cancelled,3.6,4.5,1
